Layer,Name,GEOID,Longitude,Latitude,VRLE_2020,VRLE_2019,VRLE_2018,VRLE_2017,VRLE_2016,VRLE_2015,VRLE_2014,POP_2016-2020,POP_2015-2019,POP_2014-2018,POP_2013-2017,POP_2012-2016,POP_2011-2015,POP_2010-2014,POP-M_2016-2020,POP-F_2016-2020,POP-W_2016-2020,POP-W_2015-2019,POP-W_2014-2018,POP-W_2013-2017,POP-W_2012-2016,POP-W_2011-2015,POP-B_2016-2020,POP-B_2015-2019,POP-B_2014-2018,POP-B_2013-2017,POP-B_2012-2016,POP-B_2011-2015,POP-A_2016-2020,POP-A_2015-2019,POP-A_2014-2018,POP-A_2013-2017,POP-A_2012-2016,POP-A_2011-2015,POP-H_2016-2020,POP-H_2015-2019,POP-H_2014-2018,POP-H_2013-2017,POP-H_2012-2016,POP-H_2011-2015,POP-P_2016-2020,POP-P_2015-2019,POP-Q_2016-2020,POP-Q_2015-2019
Community area,East Side,52,-87.534907,41.707306,76.65012955,78.25126976,78.6795586,78.4471,78.987,78.3,79.2,22698.42211,23448.75298,23972.40979,23488.21763,22709.73444,23521.2993,23434.36928,10653.92306,12044.49905,2928.704616,3227.103159,3506.982257,3816.2257,3903.086885,4015.081809,444.8616543,956.650778,888.59183,940.391079,805.760557,977.801073,71.98522708,106.662911,47.07879,64.685778,65.680605,27.952428,19210.49619,19178.62009,19541.76776,18842.54128,18122.4839,18712.51249,0.129973416,0.203083463,42.20071702,34.04330982
Community area,West Pullman,53,-87.635745,41.67382,68.56435826,70.46329309,69.67128575,70.5622,71.9554,72,71.8,26160.47831,26700.34413,27137.58685,27416.29759,27252.07909,27659.38129,27853.01282,11662.15586,14498.32246,232.8859719,212.346836,185.337314,157.786111,280.932823,279.717907,23580.69453,24523.42561,25109.92313,25415.40067,25273.86303,25868.89436,0.001163205,0.00272,19.007743,63.627308,68.625121,65.706251,1806.342569,1546.728415,1563.862583,1678.315635,1486.672463,1348.566946,24.9881006,14.99927479,441.7379355,448.3618449
Community area,Riverdale,54,-87.602849,41.660137,67.21349018,67.96491219,67.33503796,69.7631,71.7137,68.1,68.9,7377.567309,7325.656375,7231.495006,7366.055605,7353.074556,7064.899251,7162.067606,2851.303113,4526.264196,78.42042347,94.921614,138.147176,158.067589,142.993396,86.406997,7020.395584,6979.243892,6893.811556,6896.775861,6941.410093,6693.655446,0.016152152,21.837076,21.875513,22.880006,25.77776,25.817336,278.142948,265.704023,197.127177,315.045736,273.559923,285.37062,0.005530771,0.010254997,0.551118933,0.551546133
Community area,Hegewisch,55,-87.556803,41.668188,75.11222329,77.24116532,78.26511053,77.317,79.1156,77.2,77.7,9087.313399,9003.049938,9116.961917,9294.356659,9062.984675,8866.301854,9246.199924,4482.015458,4605.297941,3343.371049,3153.625216,3563.383494,3603.094208,4056.699467,4030.894664,629.0540204,388.655979,462.264498,345.110181,490.336403,615.339704,0.259768844,22.090181,27.814092,30.75917,24.81155,30.685958,5097.632922,5439.686034,5071.331599,5329.245916,4541.503972,4206.1352,0,0,16.99563817,21.86558923
Community area,Garfield Ridge,56,-87.764246,41.796185,78.32173344,79.93879694,79.10295587,78.3771,78.5809,78.6,78.3,35975.55618,37113.7674,36372.20231,36356.73815,35456.08126,35544.3632,34661.94124,18379.94081,17595.61537,14707.80963,15531.04666,15648.3526,16246.10731,16181.43275,16818.89287,1648.32562,2022.789672,1723.002902,1679.744827,1485.821887,1504.383315,354.7889706,444.859057,436.765076,373.893237,334.421273,475.293272,19002.45691,18935.77163,18322.80068,17854.04137,17242.87602,16591.35338,0.204597751,0.209511414,230.080046,222.5064553
Community area,Archer Heights,57,-87.726365,41.810873,77.26181731,78.87876571,82.43765916,81.7844,79.3705,80.3,80.6,13612.35166,13816.24924,13178.41356,13266.38962,13357.41622,13383.12453,14085.47205,7436.1573,6176.194364,2000.835952,2119.365691,2146.914582,2228.096829,2495.422016,2591.234701,105.7850106,215.351464,204.037009,204.852479,99.460787,133.875028,614.4236226,833.61456,659.297496,592.308737,445.400647,399.365775,10865.31398,10700.58543,10209.74405,10283.73098,10278.44051,10200.12879,0,0,25.99310233,27.9543517
Community area,Brighton Park,58,-87.698859,41.817364,76.771575,79.71775618,79.34661231,79.5437,79.4277,79.9,80.7,42913.99837,44347.37761,45227.64278,45004.97148,44416.51738,44367.48987,44297.70906,21917.73237,20996.266,3184.458947,3036.97452,3097.591153,3179.489813,2817.841275,2864.11188,720.9844675,1115.519776,1072.855916,935.584601,935.574708,1095.411956,4503.438111,4524.910418,3629.345254,3621.702043,3275.413328,2969.036074,34167.77347,35774.95116,37486.05438,37351.3317,37519.20722,37658.03306,25.85104002,13.91979078,311.492333,364.2580804
Community area,McKinley Park,59,-87.6725,41.829927,77.79575964,80.42554489,81.91081105,81.1919,80.356,81.6,82.5,15251.26492,15188.12425,15927.25101,15773.78953,16071.18856,16342.7381,16457.87389,7604.821356,7646.443564,2361.693308,2636.178456,2727.628864,2675.276852,2667.582515,2806.208534,186.3050826,261.344078,184.841526,191.875184,179.928455,531.708147,4558.248916,3619.732807,3918.777065,3100.345914,2912.076956,3139.085052,8046.686984,8560.357672,8983.972953,9551.100237,10097.38406,9622.458005,0.171667306,0.103997533,93.1589994,155.0306518
Community area,Lake View,6,-87.656001,41.944236,80.38219597,82.45354208,82.2431649,81.9584,81.6764,81.2,82.4,90712.95359,90172.37814,89422.56782,89243.65815,88879.2549,87630.31105,87628.35303,46958.53858,43754.415,68951.14857,69986.30126,70110.93952,70585.34187,70430.76658,69999.14624,3833.99916,3610.642387,3274.778905,3094.08024,2974.105589,3060.481502,6417.448029,6305.41008,6074.651832,5818.625186,5977.605098,5861.273054,8278.13075,7770.418383,7236.612121,7358.045079,7124.727908,6393.828626,31.27171163,42.94734245,2907.111304,2482.637855
Community area,Bridgeport,60,-87.648784,41.836151,79.25761059,80.3469067,79.56921575,79.0052,79.8913,80.6,80.3,32761.07252,34483.9015,33832.5109,33638.3145,32802.41569,33897.34176,31907.00471,16442.06447,16319.00805,11571.28913,11777.87441,11264.00774,11276.90548,10917.8383,10782.78453,780.710164,1067.259062,958.997509,939.78486,965.635564,1032.598583,13241.14409,13724.54457,13363.1319,13163.1785,12227.99573,11726.01094,6833.025179,7564.23115,7946.845404,8090.661791,8192.011586,9577.033006,20.97743308,21.97697006,313.9265214,383.5758309
Community area,New City,61,-87.659171,41.809017,71.32187792,73.70597857,74.06552613,73.6413,75.3685,76.8,75.5,38874.41675,39458.48823,39499.66308,39594.65423,41126.20539,41036.15152,41557.95563,19905.7499,18968.66685,4811.346223,4988.491625,4596.848999,4852.90647,4963.78847,5043.012024,8995.946619,9321.787904,9526.003541,9007.314693,9686.265688,9970.441462,732.7691674,767.446612,811.190625,1039.332096,989.478539,813.083914,24010.55844,24279.2596,24404.79725,24548.10909,25280.04999,24999.39918,0.998224551,39.5018839,322.7890525,264.7792938
Community area,West Elsdon,62,-87.724213,41.792977,78.80197988,83.07787221,82.60048111,81.3973,79.9381,80.1,81.2,18378.4822,18992.53725,19199.77596,19075.725,19791.49542,19056.97898,19028.7205,9091.615464,9286.866737,2705.753642,2752.305444,2841.875199,2706.136647,2822.349384,3214.697809,124.3203406,318.203001,289.299532,264.481416,220.701191,276.580883,508.3685562,533.445242,408.434782,374.820951,305.479491,300.513933,15013.27048,15362.94311,15639.45753,15706.51036,16446.87662,15274.0563,12.91912602,15.90046279,13.85005746,9.901290057
Community area,Gage Park,63,-87.696433,41.795429,74.22693904,79.47203619,78.85277221,81.079,81.0732,78.8,78.5,35208.7285,37204.52763,39001.19833,40560.3918,40607.07527,40893.06138,40077.99505,17233.63919,17975.08931,1267.434435,1474.139684,1496.7664,1524.044538,1424.949735,1455.547009,1626.425277,1596.817094,1614.841077,1541.829327,1453.35485,1428.048548,252.8334504,295.70765,260.005803,243.419258,257.024328,418.569573,32033.9871,33997.14291,35824.04776,37392.58499,37628.41287,37741.72197,0,0,28.04824135,51.14347902
Community area,Clearing,64,-87.768517,41.779582,77.0283552,77.99741906,76.32861529,76.4491,77.3562,77.4,77.6,24422.49503,25018.2294,25777.41724,25936.32464,25248.4313,25009.56755,24499.96744,12523.83061,11898.66442,9514.900376,10449.82445,9989.442007,11183.71127,11678.85704,11878.6685,620.7277874,602.115166,444.216421,404.493307,349.497235,147.636263,145.0493062,137.035343,151.171423,190.076043,377.927198,333.893696,13913.87392,13539.68045,14873.9915,13735.3694,12568.17363,12400.39166,62.95036615,55.95907763,143.9932785,256.8853173
Community area,West Lawn,65,-87.726927,41.769774,77.44936913,78.90552138,79.30583724,79.5391,79.7793,79.5,79.6,32045.33941,31799.90351,32089.49404,33015.30095,33501.51174,32659.32344,33382.22221,16675.68377,15369.65564,3808.556268,4018.489088,4412.0199,5018.426815,4993.298401,4973.087374,804.1093493,940.69254,898.19587,1189.324391,1158.027402,1073.339576,73.12697506,190.943731,267.582598,220.577323,228.832554,195.981399,27254.42889,26689.08178,26525.8396,26582.36643,27085.97482,26314.9258,26.98589623,24.98817431,44.22425929,58.28288639
Community area,Chicago Lawn,66,-87.695667,41.771849,71.04881418,73.52538107,74.36022627,75.3702,75.2786,74.2,74.2,51112.37589,51182.39342,51850.10169,52957.48924,54118.83742,55406.42217,56160.942,24234.98109,26877.39479,1244.033925,1521.852592,1820.178548,1876.759781,1970.784282,1873.980382,20308.32713,22410.33957,23239.64672,23863.06785,25056.64757,26131.6988,243.1009836,263.16716,152.362415,226.745286,303.646871,525.037322,28324.84665,26412.53909,25951.10467,26267.54071,26049.93745,26330.17522,0,0,988.0148847,816.4758558
Community area,West Englewood,67,-87.666598,41.775926,69.37159561,71.84962002,71.92237118,69.9263,68.9264,70.8,72.3,26359.22809,26567.53568,28462.23097,30159.19426,31044.55973,32382.45232,34483.27526,11915.1207,14444.10739,395.8274881,428.475968,313.157242,297.860796,253.0233,243.888473,22679.85118,23106.0522,25290.80371,27257.29031,28214.93011,29947.55449,24.30537873,27.354462,5.805761,5.291591,6.399867,12.735114,2761.59053,2723.466508,2464.92265,2203.194849,2187.82456,1836.372204,16.03082446,18.00657727,254.7182447,272.7156545
Community area,Englewood,68,-87.642502,41.777201,68.11768761,71.06905129,71.23354566,70.8088,71.4822,71.1,70.4,21972.90484,22874.51699,23745.17141,25025.24062,25971.33314,26070.4305,27240.53034,9869.860538,12103.0443,255.0700637,140.282029,172.375324,181.258923,204.241715,199.388482,20234.83872,21718.24967,22458.32956,23781.81189,24752.80596,24816.6584,130.9927753,67.98779,76.02591,68.088737,70.068139,84.077811,864.4945663,845.170621,1023.742487,842.965445,756.061858,682.117263,100.266338,37.60920451,363.101801,106.1482917
Community area,Greater Grand Crossing,69,-87.616139,41.763251,69.73203608,71.65032913,70.63710403,69.1845,70.6731,72.1,71.4,29493.07287,30215.36337,30871.5076,31835.12199,32526.65448,32424.10619,32919.28161,12722.60042,16770.47245,258.2320171,305.348667,341.495957,394.156951,432.274953,467.124874,28190.52681,28957.55144,29745.03557,30742.0938,31525.89844,31314.4644,30.16953388,4.252444,0.236904,4.142039,5.291799,4.35777,591.0999521,524.557917,374.073978,449.483142,387.131166,358.191256,6.029022186,5.016746687,308.9491692,321.7387698
Community area,Lincoln Park,7,-87.649491,41.922696,79.79525047,80.68905687,81.5282629,81.3034,81.2813,81.4,81.3,62687.78779,62535.37409,61994.13253,61179.78798,60700.4131,60352.4426,59540.45596,31435.75467,31252.03312,49875.63472,49044.19123,48898.13471,48309.10021,48020.31216,48340.02784,2419.509483,3241.722993,2992.263446,3026.075236,2950.723516,3010.236836,4699.742006,4590.233994,4683.293332,4152.039947,3750.336191,3315.547453,4043.884506,3923.108278,3756.871183,4075.866064,4300.032918,4111.950884,6.163364575,16.41355003,1578.951841,1713.585097
Community area,Ashburn,70,-87.708363,41.745756,72.59935599,76.14440596,77.0811225,76.0591,76.1606,76.7,76.6,43084.57334,43537.90972,44160.60882,43962.54588,43448.49701,42921.88287,42980.50365,20993.43693,22091.13641,4331.800812,4123.149619,4438.108328,4758.542524,5062.255045,5567.878377,19419.42019,20083.41303,21133.10877,21077.00754,20977.15526,21056.55403,355.8960472,425.852944,379.78291,315.494982,314.366591,286.959282,18397.98669,17969.31127,17350.62142,16967.23469,16406.86625,15489.92312,21.00372071,32.00570445,534.8125816,978.6936013
Community area,Auburn Gresham,71,-87.656305,41.744203,70.28942606,71.0516602,71.53084266,72.2612,72.2199,72.8,73.4,46777.51744,45992.39708,45362.69774,46375.13165,45862.52505,45936.25027,47715.89024,21781.66024,24995.8572,489.7944596,525.608399,363.456854,325.471487,258.102464,232.225293,44225.21362,44041.75483,43722.69506,44667.15881,44476.80023,44647.43359,124.2477743,163.189356,120.165193,143.003658,152.939927,117.013065,1399.19374,1004.948828,838.146794,867.448729,617.94053,692.721733,43.70469262,57.38558764,336.003078,230.511615
Community area,Beverly,72,-87.675072,41.713148,77.34661513,79.48794666,79.33840492,79.5787,78.0742,77.9,78.6,19857.91484,19826.53254,20470.04394,20855.50014,20867.4978,20845.49775,21025.10914,9294.172521,10563.74232,11112.20645,11364.94485,11574.91367,11990.94337,12022.49868,11584.90753,6616.572983,6862.029863,7220.385385,7116.762643,7119.817573,7329.602041,204.8665689,159.88825,189.907629,162.750764,88.846717,100.820892,1179.172485,977.754764,1094.84534,1093.703139,1198.020694,1411.975347,0.097124246,0.222220342,690.0091376,414.1780208
Community area,Washington Heights,73,-87.648897,41.717495,70.27053135,72.78146855,73.13897428,72.7433,74.3132,73.8,72.3,26828.96084,26635.00775,27247.60197,27346.12289,26951.21379,27015.13113,26338.83246,11721.8176,15107.14324,464.7379778,373.541487,283.220101,198.873353,185.691305,364.768953,25598.09302,25640.23493,26444.31993,26247.08816,25955.37721,25924.98927,47.12714037,43.129193,38.022082,8.286662,8.209775,0.213659,393.2229619,305.14091,164.099043,215.955558,325.15465,288.186409,18.90439368,28.78153131,302.916254,302.732873
Community area,Mount Greenwood,74,-87.713189,41.694876,77.5818179,78.24661685,77.16068812,77.0195,78.1464,78.7,78.9,18846.42865,19196.88304,19348.88965,19283.21551,19035.42114,18790.92864,18365.18784,9048.695262,9797.733389,15285.07656,15896.63899,16294.96516,16328.95255,15729.86093,16289.15284,614.0416807,724.606776,673.773376,699.206099,603.99162,666.60809,303.1224271,354.005082,370.016239,432.976254,367.924515,382.781799,1978.245724,2014.742356,1842.157647,1656.140094,2093.860995,1210.506071,0.00525306,0,665.9190834,248.801676
Community area,Morgan Park,75,-87.669062,41.689729,72.42140509,75.01295386,75.65541437,75.7315,75.1967,74.8,74.4,21108.88556,21594.81594,22225.16384,22899.81099,23544.30572,23463.2763,23748.06962,9696.835077,11412.05048,6527.994445,6566.870461,6152.037579,6501.03542,6622.499048,6876.067715,12743.87125,13379.03935,14406.55125,14800.46955,15316.15984,15174.03974,93.95067477,68.263612,31.244067,39.224159,51.061602,57.278243,1048.471147,1065.268399,1070.126713,984.178943,958.439029,807.699488,19.84558597,31.83887237,585.3454774,539.8131821
Community area,O'Hare,76,-87.893699,41.975696,80.17993966,81.43952442,80.92485666,81.6962,81.8094,81.8,83.1,14475.62029,15655.21018,15414.72956,15064.61237,15759.34847,16263.08404,17021.98336,7800.624253,6674.996034,9566.377766,10612.73607,10626.11869,10896.71041,10705.78356,11352.79232,902.005374,355.815393,297.729846,218.014135,319.641139,170.80573,2166.589666,1727.476521,1497.326162,1127.765788,1527.349572,1624.950536,1536.308147,2740.760275,2474.996366,2234.067694,2533.037954,2481.846966,0,0,303.8319545,260.539395
Community area,Edgewater,77,-87.663419,41.986719,79.92842311,81.4153807,80.08425791,80.0619,80.3025,80.7,80.6,49426.13839,48691.02556,47993.62146,46677.40764,46320.30236,45840.2062,46261.66451,25488.0704,23938.06799,27169.87396,28217.44844,26953.70137,26129.00429,25978.15584,25411.48757,5904.657897,5505.945143,6049.441165,5882.94836,5971.49627,6111.631914,6198.798025,5677.481041,5886.070414,5280.079837,5189.255318,5198.620589,8331.755242,7633.467544,7663.058691,8037.976125,7973.693992,7844.492771,54.02289012,110.4433895,1619.220764,1432.24585
Community area,Near North Side,8,-87.633318,41.899611,81.07513288,82.1246585,82.60521288,82.3812,83.2688,83.7,83.7,86258.02381,84576.02433,81566.7157,80742.30638,78286.98419,77723.29226,76519.45994,41366.74889,44891.27491,59974.7514,59188.3012,57876.6293,57505.97575,56315.90923,55658.27748,6442.785754,7581.996953,7270.590877,8112.60379,7405.257846,7956.363,11504.68356,10937.48119,9832.165972,8667.613626,8520.194676,8365.646528,5400.063698,4893.290356,4870.307917,4989.425571,4267.331463,4000.914362,1.378628242,46.95136926,2790.415461,2121.422601
Community area,Edison Park,9,-87.81378,42.007627,79.9812821,82.6371386,82.66337722,83.0617,83.4075,81.6,79.7,10998.44561,11254.8028,11714.22904,11742.98888,11140.88568,11346.61338,10983.9587,5306.401329,5692.044278,9098.425348,9374.093849,9747.468735,9725.314371,9884.640962,9917.379724,45.98745626,42.007089,222.846756,193.840753,147.879325,119.912172,281.8830857,386.933651,288.137672,314.047991,240.909236,167.072475,1085.401377,1130.059414,1167.003489,1204.006672,751.491189,1062.288925,0.001637761,0.00148853,448.7433949,321.818116
