Layer,Name,GEOID,Longitude,Latitude,EDX_2016-2020,EDX_2015-2019,EDX_2014-2018,PCI_2016-2020,PCI_2015-2019,PCI_2014-2018,PCI_2013-2017,PCI_2012-2016,PCI_2011-2015,PCI_2010-2014,PCI-W_2016-2020,PCI-W_2015-2019,PCI-W_2014-2018,PCI-W_2013-2017,PCI-W_2012-2016,PCI-W_2011-2015,PCI-W_2010-2014,PCI-B_2016-2020,PCI-B_2015-2019,PCI-B_2014-2018,PCI-B_2013-2017,PCI-B_2012-2016,PCI-B_2011-2015,PCI-B_2010-2014,PCI-A_2016-2020,PCI-A_2015-2019,PCI-A_2014-2018,PCI-A_2013-2017,PCI-A_2012-2016,PCI-A_2011-2015,PCI-A_2010-2014,PCI-H_2016-2020,PCI-H_2015-2019,PCI-H_2014-2018,PCI-H_2013-2017,PCI-H_2012-2016,PCI-H_2011-2015,PCI-H_2010-2014,PCI-P_2016-2020,POV_2016-2020,POV_2015-2019,POV_2014-2018,POV_2013-2017,POV_2012-2016,POV_2011-2015,POV_2010-2014
,,,,,"Economic Diversity Index, 2016-2020","Economic Diversity Index, 2015-2019","Economic Diversity Index, 2014-2018","Per capita income, 2016-2020","Per capita income, 2015-2019","Per capita income, 2014-2018","Per capita income, 2013-2017","Per capita income, 2012-2016","Per capita income, 2011-2015","Per capita income, 2010-2014","Per capita income, Non-Hispanic White, 2016-2020","Per capita income, Non-Hispanic White, 2015-2019","Per capita income, Non-Hispanic White, 2014-2018","Per capita income, Non-Hispanic White, 2013-2017","Per capita income, Non-Hispanic White, 2012-2016","Per capita income, Non-Hispanic White, 2011-2015","Per capita income, Non-Hispanic White, 2010-2014","Per capita income, Non-Hispanic Black, 2016-2020","Per capita income, Non-Hispanic Black, 2015-2019","Per capita income, Non-Hispanic Black, 2014-2018","Per capita income, Non-Hispanic Black, 2013-2017","Per capita income, Non-Hispanic Black, 2012-2016","Per capita income, Non-Hispanic Black, 2011-2015","Per capita income, Non-Hispanic Black, 2010-2014","Per capita income, Asian or Pacific Islander, 2016-2020","Per capita income, Asian or Pacific Islander, 2015-2019","Per capita income, Asian or Pacific Islander, 2014-2018","Per capita income, Asian or Pacific Islander, 2013-2017","Per capita income, Asian or Pacific Islander, 2012-2016","Per capita income, Asian or Pacific Islander, 2011-2015","Per capita income, Asian or Pacific Islander, 2010-2014","Per capita income, Hispanic or Latino, 2016-2020","Per capita income, Hispanic or Latino, 2015-2019","Per capita income, Hispanic or Latino, 2014-2018","Per capita income, Hispanic or Latino, 2013-2017","Per capita income, Hispanic or Latino, 2012-2016","Per capita income, Hispanic or Latino, 2011-2015","Per capita income, Hispanic or Latino, 2010-2014","Per capita income, Native American, 2016-2020","Poverty rate (% of residents), 2016-2020","Poverty rate (% of residents), 2015-2019","Poverty rate (% of residents), 2014-2018","Poverty rate (% of residents), 2013-2017","Poverty rate (% of residents), 2012-2016","Poverty rate (% of residents), 2011-2015","Poverty rate (% of residents), 2010-2014"
Community area,Douglas,35,-87.61868000,41.83512200,0.633783364126918,0.637898828130273,0.648375312172313,29272.0242523131,30324.0576140026,29563.0633887222,28528.7025474069,27373.856270926,26283.086063675,26820.2870810955,41416.0913831408,25484.5813695924,22650.3792167916,22471.3146739707,23989.465858465,24802.2668996371,25615.3114241756,29878.0135626038,26103.5823953828,26231.2014867022,24673.3361186169,23556.7834527314,22534.6525165281,22613.3370797572,29358.7365573699,23769.8135734915,21338.2113580058,21631.2465196665,19901.477051216,22178.1822132146,24326.87035243,30271.8814314745,41291.353399502,51760.5716389646,42467.5538984056,38837.4989356672,46032.9453390374,31307.5170608869,,34.7547075779269,34.9312873573685,35.0376352852307,34.1294270082872,34.1529088346488,35.2293094577081,33.261105348412
Community area,Oakland,36,-87.60321700,41.82375400,0.791127469093223,0.792799494320988,0.786194204544416,27332.6510330551,25027.0720266517,24788.4552658083,23891.1845637956,22740.0982227825,24260.9596202735,25235.4672985134,64277.4807360839,59602.6481977556,64776.140658105,58401.0951612978,51437.5621770287,50285.2433923659,55193.2691203148,24865.9731250915,22570.9382323933,21175.8159155571,20379.8231356084,19833.261175547,20719.445518761,21473.47669316,46882.288312493,46486.1314115741,31135.9544126627,46569.1683339507,47406.0081554196,47096.7313467786,48766.9267699031,45876.7772180573,30533.8178096066,32458.2363890268,32725.9871007972,28013.6396561775,42755.9403111032,53227.9711916809,,29.1922727474793,24.7303164501057,27.6501647803666,29.2564221535324,29.8805883934651,32.0152445710687,37.7350814137737
Community area,Fuller Park,37,-87.63242700,41.80908200,0.695666689491035,0.736712984734896,0.754227322101155,15184.695789696,17146.4160807445,17490.7325610703,20282.3325088326,19552.4647188645,21202.2765487778,18765.8458386205,37704.3155950754,22249.122247335,22067.5785895309,23203.3029671829,19408.6842879692,29139.456747188,22620.3408819105,13411.7098140007,16932.6138699215,17541.9721716402,19869.6993818509,19698.6814671152,20497.3282528429,18047.6441225852,31293.4610401435,29625.7242590156,27852.5141611045,26055.7065294729,24957.5230022646,23571.60060722,22094.2461353222,19393.3600487695,21928.3549085842,17905.7604447778,9960.84305886721,7939.71705001461,13040.9546953917,13130.6812525726,,47.4754593302625,29.3386848936026,24.6156857732126,28.5423356785929,31.8138892005716,32.7147047724055,37.7072616611952
Community area,Grand Boulevard,38,-87.61786000,41.81294700,0.739810229810884,0.726570245096253,0.718659905368002,31736.0432358649,29506.7464136188,27924.6611061733,26322.1409605895,24689.7100218804,24503.2549289792,24470.0414842105,42495.9739832573,41214.4151215229,36095.7237102098,39107.7701908703,50619.9214373987,57881.6351095565,69667.8389117554,32095.7292715278,29863.6690893736,27745.8125957177,26458.6623421529,24868.24234599,24406.1673827086,24129.8731158031,8386.28878295518,,31127.8403469465,46620.3775593957,47451.5794715943,47143.9803012489,48817.593003394,33238.0779314803,36511.2093855026,28549.8665882256,18952.3128054534,21308.2880902,21969.4990458327,20021.3669246111,,25.4431880009791,29.0246827516973,30.7876609416554,33.5883264568394,35.1120833122995,37.2130423820511,36.8066455262933
Community area,Kenwood,39,-87.59618600,41.80891800,0.638585506020695,0.64839933721315,0.682895753016916,50896.5303024078,51390.6754763346,53124.7651604925,49122.9804587502,46609.2584784759,43487.8919296087,42577.9417111499,84138.4477525982,84192.7153773416,86380.1067004233,76394.650577572,73233.0648793134,72646.8884939045,70664.3451510241,40633.8733504769,36899.3923686415,41030.5149408183,41294.661678952,38475.4489765159,34937.0006451774,34398.6855693342,60858.3209019356,59943.4814911532,55937.0344427884,39233.1526684007,39714.9735592664,42942.6302174542,35631.3660115954,58325.7144404027,95149.2709080486,84139.1989774945,26198.4988991675,64773.0241917114,58887.9906070544,57931.9508114735,,25.8233547025911,19.431431303602,19.122140858277,20.7687033828972,19.9811432052365,20.0071287019486,21.4827643112257
Community area,Lincoln Square,4,-87.68751300,41.97518200,0.619683464096404,0.597781397859424,0.637185303559969,52533.5404953837,51806.0829780648,50564.1505469045,50364.4348095201,48164.3461120257,46250.2897096685,44289.1549867836,61492.1626963924,59422.2941498158,58101.9497415471,58871.6098265354,58852.8063812286,58088.7292399239,54007.7784729153,58335.6825237803,50786.520335958,41465.2631847812,40605.7353870686,29371.3495910458,24790.9779070245,31757.5635224559,41069.7109108577,40073.9319683866,34957.106944238,34190.8063474041,34945.0160049298,33670.6880250288,35159.4695148449,29181.2042222808,28992.9754531917,28664.3293755729,28267.4064134933,26771.2386675326,24426.2594299504,21847.4786487765,,7.65693030753834,8.16097667454616,8.41745853597785,9.48089012008013,10.6054984572849,12.0583873106769,12.3868996928657
Community area,Washington Park,40,-87.61793600,41.79235600,0.673985263020152,0.75594414557227,0.746545597361181,16901.5069702776,18639.2540687641,18338.5311868103,16393.0932215053,16733.0297071975,16553.9123410205,19389.1365264945,24362.5672584267,22599.5968803642,13386.1381546257,9446.62721405562,8301.09641143895,12926.6817021526,23315.6048334128,17359.2839055546,17256.0227193277,17152.9174448644,15817.1269807473,16000.0853290506,14816.3912277785,15733.4394571882,36340.7364156655,,,,,,,16673.4508720858,18982.4376637809,18822.2339277472,17781.8211751107,37199.7773477671,36387.5102154958,30364.25632616,,42.3014721528303,37.1842735540573,39.006073424697,42.0737551173171,44.7605664956584,45.0035769498579,41.2952930346192
Community area,Hyde Park,41,-87.59230500,41.79408800,0.540244547223668,0.462408702597262,0.481626159806818,48471.8511858859,51290.7741024082,51627.9998828984,47389.2826657319,45165.7198261561,41178.7666967234,39143.5521404398,57707.2395304247,57630.747860683,54591.7189797598,51210.4079109205,49370.1100469662,48233.9942097555,45884.6843444702,44035.2990470296,44091.5122457527,42734.8137388828,39082.2200130744,39832.3324934527,36993.3684655276,36451.0629000645,36627.045892695,37940.8248752219,40335.0754189106,38050.0891267626,35441.9813658409,37601.4293612261,30137.1456345655,39641.5883148464,31301.1746427631,28148.6183369849,27940.9947994159,24102.3990779269,21319.5433930861,18748.4930628162,29784.7330131547,25.3917100604839,20.8223756840121,20.468095002169,22.4627037352704,21.0016879832323,20.6622224762363,20.1844266530431
Community area,Woodlawn,42,-87.59492400,41.77887700,0.758514464754483,0.737275830476335,0.758691612441092,22660.8951739553,23169.626082949,23062.861356703,22468.9830975626,21136.019717139,21137.6657970893,21290.4704166065,22596.8582578737,20905.7324494791,28008.4848676465,28748.8010453486,27746.2279179253,26195.7624196191,26257.5554217878,23164.8277639706,22161.8355604132,21442.6872860703,20310.2847985212,18998.1535696773,18742.2781220531,19379.9528346818,20902.4827391251,21749.9177559853,18491.213633041,19590.7734118222,15515.064043434,14871.2212609625,14313.7073493485,18338.5302994842,20923.1968670391,21705.704516114,23949.1970985551,21573.6506181766,15608.9651006515,15912.591148913,29784.7330131547,31.7275015026615,35.5076121813165,36.0381211318103,37.5196994960016,38.0456507464812,38.1637030388708,36.2206881188101
Community area,South Shore,43,-87.57279000,41.76158300,0.759536485067086,0.755826991573134,0.755578934634121,28115.0509063561,26513.8282534191,24860.0963037277,22838.4950821793,22292.8184790817,21632.7905297503,21606.6953042225,56158.692991811,62641.8730379704,59681.7024502579,55480.1570252969,44594.4462864546,44633.3953394257,48384.2984929691,27569.1873302362,25067.5312533225,23164.3494040592,21087.7485267691,21034.7125352735,20513.8484367499,20433.1149999729,59326.0113245635,37949.5801847817,31845.4843265317,20515.0957208456,11949.1315246567,10004.2058275472,9510.45367022339,22608.6971410443,17617.9703417128,22224.8453328061,19129.9970385795,22543.9535846112,22745.3892903489,17022.4887948641,,30.321898990768,31.09504774571,33.2566470285077,37.2623811268701,37.0328380371485,36.000014025348,34.7682640848977
Community area,Chatham,44,-87.61596500,41.74020600,0.758285848391077,0.790325160183691,0.792079679816365,27310.7625522015,25881.9176381955,24382.0174754862,24608.8083555411,24323.4093803547,23986.2591829631,24404.8430388644,33140.4029115355,37722.4900339189,25008.3175848946,27737.1327824314,24863.5039332694,52779.5283725512,24743.4617735403,27477.2000703243,25330.7341114174,23971.7229661715,23609.0537655357,22437.4418779429,22420.5803990731,23390.8892610261,46962.5173584152,36996.700547927,36831.5561569689,,,,7704.80119346037,23259.9008332623,33335.2778246011,64658.0851571717,37118.5095564611,17178.5433094195,20335.2263842912,16089.1666804137,,24.7008500635309,23.7852291177321,24.3624309279355,24.2074149950505,25.7367986254554,24.4239555076219,23.5761633762633
Community area,Avalon Park,45,-87.58634700,41.74419700,0.808672268003521,0.810173935489709,0.816813736866444,30734.2193354809,26974.3936374808,26412.7460343283,25155.023184109,24616.9980494392,25114.030493525,26698.1326606314,54565.6084233266,45551.0285907632,47626.6073422416,23590.2736961541,23672.7387030389,120839.096496636,115383.355742749,30487.4203786837,26694.8964769046,26262.4777012098,25020.9048312583,24516.1481738915,24672.2361033961,25999.7920924975,46962.5173584152,36996.700547927,36831.5561569689,,,,,19646.5716383559,7020.10494232006,16890.5755130776,16570.2460217124,17353.6094918819,22060.6148827491,12637.706302399,,20.0857673474302,20.8054281323115,16.6515948296602,18.9414980886732,20.4018930669741,21.0723854245373,18.1974532165558
Community area,South Chicago,46,-87.55143500,41.74124300,0.755560492520719,0.758718656459392,0.758772908317592,20565.6742454696,19932.4071593015,19524.9873648474,19403.4038657459,18400.7670933504,18938.6073583936,19105.8593469962,19333.4131945071,17863.9109151837,20573.9678255819,23569.7085240781,25858.5725807831,30413.454188887,29249.0215376201,21944.9064282052,21177.4277066462,19451.456817195,19099.7913852937,18458.2118182734,18616.026201513,18326.3429253642,,,,,,13155.6388229553,13195.8542114954,15938.8567664691,15861.3750624415,18205.94965343,17668.9225327667,17140.5036075122,16979.974220189,17339.2716209055,53190.1097074026,29.0965529095531,28.8380762548372,30.9806420082416,31.920219237632,32.0315021121016,31.6519144990319,31.3679716928446
Community area,Burnside,47,-87.59647000,41.72818100,0.77139898026746,0.800342340893947,0.799146160928483,28026.8660621884,21203.6390103328,20241.7360235795,19621.6685175521,17738.4940889635,16320.4634943629,17002.5944364523,43770.527991832,52307.9488342554,49242.8732522069,55121.5937647105,30549.1947469997,33871.0735597507,30435.1947098056,27239.4781346222,21079.5688158015,20124.8279634739,19493.4803480487,17686.8923075191,16327.6724111718,17007.3803571355,2833.98135495464,,,,,,,31420.190013421,19766.4358126844,31548.3411344529,6024.97837130371,6303.73051753588,35143.9428115087,37273.6188911842,,11.6731850121883,15.7085854899638,17.7329264208308,17.5817418849093,32.751575727943,35.7007730091009,31.924361183908
Community area,Calumet Heights,48,-87.57272000,41.72967300,0.721330898552606,0.806259732943696,0.792876169944541,37839.6045926883,30876.2494491146,29621.1983653067,29964.5264085187,27494.9051271306,29197.7330313394,30458.540834603,29828.205832717,34215.8706436982,32935.6449243274,49387.3231471721,47440.8982517484,79230.7930521047,70073.3369004437,38204.9008295773,31345.0442798846,29933.0822841795,30300.7152133838,28015.3713919245,28624.6209597602,30623.160634751,46962.5173584152,,,,,,,30415.7400830073,26824.5339089825,27742.5143695917,23681.0665564868,19693.1596212293,20340.0384746319,13754.2949518907,,14.3665566343939,15.6659033164236,15.4710648244922,16.6266273914592,17.1166055369099,12.5648459288181,15.4456528398928
Community area,Roseland,49,-87.62336600,41.70658800,0.789210035826868,0.802179215808028,0.792419279131534,21959.0728723873,23257.0593769598,23062.5066294333,22310.1467824064,22066.3192342019,21898.6202358218,20112.0345476701,16404.9689256216,23189.3692880575,19041.223556021,17575.6116295925,26283.1612375073,18662.916101132,19544.889599365,22026.607430105,23182.9170787446,22562.362086164,21834.0529972501,21511.353703067,21518.029434739,19622.7688867068,2833.98135495464,2757.65285878937,10541.0458148449,24637.7512373666,23823.8627964241,22223.7734527577,22373.2148154985,15289.7755862445,14787.1735903117,18695.7639457038,38632.3387210205,50409.6987751582,47548.2099756488,13633.1582938887,,23.1249305060169,23.4093236287476,26.1973736674426,25.8584652661201,28.4573521309312,25.7271176418399,24.8533177483031
Community area,North Center,5,-87.68383900,41.94781100,0.352163733941967,0.401883116085335,0.460133252638015,82465.6155104769,77989.2838380452,76270.6383836616,70501.1324692085,67112.1985683651,66569.662628223,64905.3230108919,91085.073008211,84741.4339410176,83765.5610563188,78640.3073443845,74973.9368731978,74171.5290698151,73125.6407531069,60071.2293789956,57733.3264684894,49577.2976233703,48599.1404947437,47734.6202402703,42204.7689547414,39726.5692848032,110893.841688314,100045.682160209,93808.1722529747,87107.4744231495,78606.788817686,73762.1527283823,48539.7417410971,47064.118248742,40603.7186499912,37624.6733299763,37726.4847841501,35661.3187126398,33802.3189531324,31392.717612611,,4.40499406973027,5.28934818053859,4.71077708923373,5.13985364877649,5.5982881238673,6.16097174782169,6.33211129731591
Community area,Pullman,50,-87.59825200,41.70613100,0.797432642042598,0.801515713601064,0.797170367871334,30427.7736298313,26566.8170458931,26027.4567549402,25169.9507763802,23466.6016097895,23574.5556141987,22403.807524536,40965.257918306,39260.3071663587,42655.0847186811,46495.9872517924,42713.5688195352,36377.8384098266,35411.7604864724,30147.1761313929,26994.9616154375,25691.4332118367,24637.9545176067,22944.0916841296,23864.5138682621,22493.3255663364,40702.2535992369,44702.7996184476,80110.7910557022,39774.6178930322,,,,18253.4772114986,15395.9863149597,18277.8117025783,15569.1120195834,16103.1890838377,17558.7165964198,20799.2168819548,,16.8386251278751,19.7431866194561,22.8269976306751,22.3513812661699,25.4938398551837,25.3852992572408,28.1363713527754
Community area,South Deering,51,-87.57005800,41.69063900,0.767837274995141,0.753443548419307,0.757024145973505,20297.7378842445,19130.189297453,18683.003358657,14601.7515125095,14296.0643050559,14070.3132447998,14760.679637275,33816.0385658403,34622.5469407111,31101.0486033292,29755.9800616891,26085.2991752419,23525.2505957772,24191.7027774815,21108.4094655123,20946.8858661446,19864.8606910079,17659.1029858058,17757.908385733,17482.6498523266,17828.487173628,,44702.7996184476,80110.7910557022,39774.6178930322,,,,17178.8549468773,16180.5840305402,17209.6952325828,17821.77838632,16733.6677445874,19201.0333843975,16761.7959189765,55689.9995452428,33.1379747161839,38.2696391576618,38.3336998769034,42.9948597205783,42.2633654442887,42.0039775943819,38.1122072361476
Community area,East Side,52,-87.53490700,41.70730600,0.785329333660624,0.767722985601311,0.761571879139633,23029.452756462,19676.0806727898,18631.0588619942,18176.780982915,18211.8121986646,17963.0529696049,17576.4064493543,39292.7199473333,38170.6648354116,34559.3882820716,32187.3288415698,32253.6936850225,30238.2883288352,29366.1204881397,20731.7876601871,19358.6710383668,16977.6673872099,14980.8800195363,13702.422786687,10265.7006435323,20806.9166958942,,,,,,,,20531.5200443903,18412.071423281,17543.8616789291,17597.5458054019,18336.6569014794,17886.7840827331,17874.3176124303,31656.7773962699,15.3359991233759,17.9197522098177,17.6764137802919,20.1122870365352,23.2485744485956,24.7802572748085,27.1373487203325
Community area,West Pullman,53,-87.63574500,41.67382000,0.797905905232,0.807202336531742,0.808704714216439,23726.9748817987,23468.2995152415,21509.0967475379,20546.3523526277,19913.7225456334,19217.2235466383,19120.1271463667,30233.9708494754,30591.332761185,10498.3107987499,10422.7606277877,10992.4418320142,14230.1416490642,50354.0458717014,24109.2675546179,23422.1149006918,21563.8394746124,20387.6479939224,19668.3924982243,19242.143094125,19052.5375565206,,,10521.1453448391,24633.4213270037,23823.8627964241,28477.8878302536,6548.54713666524,19252.7616036713,18179.4268544983,18096.8547807234,17055.2388920812,16488.9636154717,14019.8342661611,13285.6514156465,,22.1577966666756,22.4085819475968,25.629556890496,27.9502719357901,29.8663667668445,33.1095810388638,33.8434628873617
Community area,Riverdale,54,-87.60284900,41.66013700,0.677960111741486,0.620560615243313,0.605234965813452,15010.7604985917,12844.3793976255,12476.3758226999,10867.4315864712,9862.31696622515,8128.23582084675,8820.94831344354,37886.6399017902,38241.9331500056,40345.8370744766,37987.6520378785,37729.596454663,37505.0211737362,14820.7903107231,13247.6543998827,10405.8900239644,9929.43742856714,8927.48482677759,7751.10632601794,7943.08954216507,8490.95503726268,48555.6282341016,44702.7996184476,80110.7910557022,39774.6178930322,,,,22007.893291964,9196.19499077214,6018.71728459953,12256.0280171871,11198.3825256016,10742.6706543803,11362.0217383903,,47.7237585496298,53.8596822490281,59.1787082989551,62.8249569409143,65.5407347814721,62.9929423380442,61.6092713912559
Community area,Hegewisch,55,-87.55680300,41.66818800,0.814266512647475,0.79060586726306,0.769425908583771,29245.8329967491,28676.7389057398,29342.5995621361,30441.3429536325,31995.7791410322,29201.6607420134,27884.5580877098,32118.2210233606,30785.1590532727,30243.3098261578,31638.9865427618,33255.8323398057,33411.2519810143,34924.4480779631,14867.4370384667,37309.5386151957,30960.0650008561,41099.1245023309,34525.3568189058,28486.7708388336,14102.3138700815,,,,,,,29810.3648483773,29100.0708712027,26526.2195656188,27790.7131743123,29209.1233632681,30853.6574839579,24519.577666379,22162.3497072717,10803.6976086426,15.6205680775467,16.790797359054,17.5550854862313,14.7163772000121,14.6836648387147,16.1559632843282,15.6593838602254
Community area,Garfield Ridge,56,-87.76424600,41.79618500,0.735706971605343,0.735499501977035,0.737339798113999,34193.8189590739,32011.8539288694,31897.4162526686,31362.5126662875,30176.533188785,29402.3936409822,29716.7090645141,43963.6391261066,42815.3367643096,42009.2789890964,40918.4355225537,38893.8150433902,37639.1376414318,37984.6458069829,25898.641143667,21206.4335462765,21310.8567530802,21204.6050760956,21421.6094329611,24328.4551234704,22046.5840213723,34022.2971782658,25342.1809929627,24195.4260330846,21617.6871105988,22193.6175249761,20022.3947792748,25825.4700480427,28205.9146502454,25863.0700805301,26274.3032672522,25532.2315168884,24835.6749635026,23646.4324863454,23285.3515745145,15552.6451673728,8.47701665226219,8.4699102500327,7.46670722946577,7.4555445460474,8.50208325204549,8.86895225988383,9.69979151375433
Community area,Archer Heights,57,-87.72636500,41.81087300,0.792835010741535,0.796132206904022,0.791698406722736,22459.5532911233,22064.922334646,21543.8115830182,22249.2499628195,22561.0393541641,21327.4105487101,20371.2701589029,37414.6242444917,33965.3369000512,31676.0436200446,31777.0098238404,29885.6270230633,29009.3604026878,26816.5451364627,34755.6194689509,34884.8384541652,35154.5022086254,34070.3906371944,59894.0530239536,14234.5586958799,12133.950100941,24649.5873768695,21100.5128282168,19476.6428037381,18159.5849136149,17546.2354420838,15971.6488505328,21517.4837713811,19047.9152588267,17631.7109734966,17290.1541353081,18015.797150721,17970.5594379397,17292.5453635984,16677.7849275825,28502.1166840436,11.1145294326445,14.12795578984,18.1575045197617,18.6449633254483,15.4059721509095,14.947149750587,13.2539267210543
Community area,Brighton Park,58,-87.69885900,41.81736400,0.769987463161506,0.757984526615888,0.760520189523765,19193.8181501718,18085.628102739,17333.5549813111,16927.1679333752,16531.9421045016,15086.6225174247,14748.8566424217,31696.150664758,37486.7612430875,36299.5633942337,35318.6789643228,36016.2464709703,31614.6074607032,25759.2586859977,24942.7763505843,12689.1593218279,12846.2031591451,13561.9588699083,12719.1299053501,10303.1033064367,8046.27817616769,25030.1526459696,24579.4174210114,22585.9519346549,21485.7399551815,21529.4877896806,18284.8781946443,16511.6792607903,17434.5016101801,16073.1665927308,15694.0393959941,15476.4281927732,15089.0143960822,13982.9956756971,13895.9099414275,22726.3388616153,20.5535001756237,23.7231680345542,23.5957997193609,24.9823039893427,25.9222348861636,27.7474415894359,27.6684161491839
Community area,McKinley Park,59,-87.67250000,41.82992700,0.800059348777739,0.813902283771326,0.810136797193589,28459.7124449284,24472.6110489595,23485.9739480831,22677.6806837231,21648.27694728,20720.8309220754,20298.6641369646,39026.9140858067,36140.5801731067,33264.9215710305,33141.7147956628,31758.0909080693,31127.5674749791,27733.5545889126,44876.998838237,22881.4533815514,19194.2801984799,23983.4692443634,13791.176298282,14782.9031301174,15701.8187616351,29111.1342919139,22558.3669008451,23159.8268885638,24973.2293052977,23747.2048882025,19863.8921013292,19422.4340732794,24191.6439614968,21278.4927760333,19916.5364374319,18509.7468549706,17635.6519047506,17720.1476894483,17839.3581386783,46989.1152841011,12.9044631430938,19.2263800977928,23.2692706783512,26.1597824306811,26.0869401078567,28.9201100289319,26.5495945356966
Community area,Lake View,6,-87.65600100,41.94423600,0.368761513441325,0.376525968219868,0.375308924356339,79340.4255743438,80680.8736095362,77734.1973689774,76565.1820918422,74413.9432436703,72455.2825012516,70851.6731426088,86305.0011439568,84702.871918241,81786.1438227534,80723.1992582588,78576.6665341736,76710.2957453147,75657.0859911072,48150.4569421518,50621.9404685809,46665.9893545397,48781.6065949831,48921.0788509675,38944.8533884642,34482.440547705,74739.0064898887,77171.2758320013,76986.8098766358,76191.6897739426,73302.2495256141,74378.5284195848,77145.3958602156,48778.8427878863,47454.7844240393,45358.0010136256,41727.7125920965,40859.9950371219,39128.4247367988,35981.3094809036,,8.5539180453841,7.92000613643862,8.34088406470126,8.76506642839771,9.59625800157421,10.5838456324858,11.6063686181294
Community area,Bridgeport,60,-87.64878400,41.83615100,0.762505547039263,0.774757984039691,0.7765285105155,33484.3946971692,32595.535510191,30629.718810191,29272.443418608,28183.207913636,27476.1894490472,26141.7672806915,48944.362864628,43477.4310106906,41217.5375900057,38619.8131189486,38063.6014718315,36659.3582367005,35201.2419829662,31756.9085524249,24268.7122435907,20019.8087416712,20233.7953064211,22440.4899915471,21325.3572247925,26031.7186191119,26165.2023452376,25410.9544389721,24381.0057015798,23645.0610692538,21314.4128208142,21643.6416083478,20613.4386393411,23645.0625685223,23680.9965573749,21918.9189751928,21480.3576211638,20596.866835618,20219.348960695,21296.6250540858,146127.624703299,14.6772981157814,14.6796024122489,16.398976919133,17.3395576365567,19.2331547517425,20.6878585894181,20.2960544285011
Community area,New City,61,-87.65917100,41.80901700,0.743406955401585,0.757485356989884,0.758764841567862,18864.2147403143,21519.9949429074,19416.5981187928,18972.3416687972,17460.577801199,17045.2467324014,16548.2183935956,36276.2520324727,33573.8473892902,31633.8292616741,31541.467681787,30006.3164233828,27928.8936512376,25724.0889967125,18550.7525512716,17911.2268082306,16358.1200672506,15792.3900735476,14234.6584406897,12963.6604163259,12215.3983874082,35791.4768068308,27245.1939301992,27712.2656169264,27364.6452513021,25521.1662796861,27519.2763268536,28207.5765898988,16349.2552816865,14670.8689790475,13251.2844883525,12365.6455458785,11676.0532883567,11935.4223396518,11827.8739083102,20059.9547628042,28.876041693126,24.8253252340754,24.9446626233331,27.0043045065715,28.3873945087172,29.0319833325132,32.255173763621
Community area,West Elsdon,62,-87.72421300,41.79297700,0.795822812002768,0.787414737949407,0.785328820982566,24217.4298192435,23694.0872084096,21920.7269343453,21687.882406442,19656.8911817062,18041.7278858608,18341.3663067678,40893.9330917321,36918.7759494996,32193.6988050735,33058.3325457184,31197.2355692422,28034.6292587391,26557.5011545554,32880.8170147331,18223.515225314,22100.1351736098,20690.7915385563,15222.3277241058,16085.0812522035,31616.3809890541,19348.1409087655,21941.6061335853,26661.1519586598,28776.3865903748,32951.4646608497,28388.6336188077,28245.6523102076,21440.1534803347,20949.2463309746,19756.1084816166,19166.9529759204,17143.9385829675,15640.6221964917,16080.5643420155,17603.2269255921,11.6322088420184,9.03198849307698,10.768705481575,10.7822048421535,14.2526248876194,19.1243859842626,16.2672199317978
Community area,Gage Park,63,-87.69643300,41.79542900,0.752576496921927,0.752714179922852,0.73784048684896,16967.2572430363,16772.9972746725,15626.5892022473,15352.8166376049,14321.4406667199,13985.3618939919,13612.3928489274,28306.6121148875,27763.1599015862,24060.2803902847,19951.1358063626,22751.3671810953,23436.4226539608,25704.524545026,17983.0610390427,19276.2139554963,18412.0661680954,17470.5872379818,15691.2351923682,15605.5424460295,16481.2154319916,25630.4766954846,22381.8112971341,19962.4216462504,18547.5975835562,9533.87937640163,10857.2723251521,22714.9196380099,16340.4309404237,15993.5173942175,14946.3214096052,14846.8229504887,13971.4513833221,13469.0403960439,12861.2396924593,21487.6528947956,17.3259684634376,18.1911484944911,18.7889429915465,18.1591615935395,20.9320252516722,23.2224813135032,24.2780318387434
Community area,Clearing,64,-87.76851700,41.77958200,0.781015436990669,0.794909971011624,0.796018339233372,29077.8015937125,29019.4903898082,28936.6483930846,29131.6910403967,29281.7542885167,28477.6890851721,28555.6687141235,36793.8272124094,37445.6075204173,37969.2438231511,37279.5010525783,36008.3484836477,35197.157967184,35570.7242176503,32944.984652075,28310.7250008404,35105.0007600071,30155.0152640369,34363.4972504767,35739.4457557887,23177.1681878433,20744.1938990765,19201.8619298715,35045.8241042373,37597.2779350432,32872.3894969117,27614.0148027592,29020.6712216661,24111.3511072582,22722.9623949434,22066.943961873,21410.4458156378,22208.9131834033,20858.4110941465,21055.4267882151,12424.6211206992,8.09900346225485,8.76630636604595,8.8323249629178,9.23798773914575,10.5335791857856,9.92762471945908,9.4048978444424
